run-number, ticks, turtle-id, opinion
0, 1, 88, 0.003498325086149341
0, 1, 4, -0.7932745145172087
0, 1, 52, -0.5418917021515852
0, 1, 131, 0.7091792664100444
0, 1, 238, -0.7834274646953923
0, 1, 272, -0.013807005574014656
0, 1, 262, -0.4288216299099352
0, 1, 117, 0.03847914487540432
0, 1, 26, -0.026553905369532577
0, 1, 79, -0.2891687987890762
0, 1, 30, -0.3771821782162009
0, 1, 29, 0.6651116828289414
0, 1, 101, -0.040129619429111044
0, 1, 120, 0.3494011857221997
0, 1, 285, -0.4431757499841778
0, 1, 108, -0.03531770958615878
0, 1, 151, 0.047039871150134
0, 1, 277, 0.3730154529763662
0, 1, 284, 0.8805477647803048
0, 1, 28, 0.035417060607531504
0, 1, 98, -0.024578301323149487
0, 1, 118, 0.1348540415756046
0, 1, 189, 0.3103654842750556
0, 1, 274, -0.04708946462992919
0, 1, 299, -0.4739411002618305
0, 1, 2, -1
0, 1, 48, 0.5649445424330944
0, 1, 15, -0.04202067273917791
0, 1, 184, 0.5568378076618047
0, 1, 173, -0.052665732183941175
0, 1, 38, 0.5909372297564559
0, 1, 180, -0.5045328283523074
0, 1, 269, 0.3679444175822138
0, 1, 113, -0.3573947890158426
0, 1, 1, 0.39198062809799916
0, 1, 273, 1
0, 1, 54, 0.018487516168330352
0, 1, 27, -0.0176342814046503
0, 1, 281, -0.2605878580013207
0, 1, 199, 0.003727170274692118
0, 1, 142, -0.2546774430380281
0, 1, 168, -0.4504381863142155
0, 1, 291, 0.037377974653832656
0, 1, 82, -0.6714634274867068
0, 1, 58, 0.9996719711868947
0, 1, 263, 0.3225722143796541
0, 1, 295, 0.4518821897947949
0, 1, 167, 0.661523355782563
0, 1, 226, -0.009426840422080997
0, 1, 233, 0.03867368381911911
0, 1, 136, 0.001469896066502524
0, 1, 103, 0.6604124436476295
0, 1, 121, -0.1648800231807808
0, 1, 230, -0.5293987088730172
0, 1, 211, -0.3941492792318889
0, 1, 191, -0.03987352270466128
0, 1, 242, -0.02742779597030459
0, 1, 255, -0.3089735228713584
0, 1, 80, -0.36540059704829403
0, 1, 153, -0.6302316169006752
0, 1, 21, 0.3216826615289833
0, 1, 105, 0.9980267695822004
0, 1, 194, -0.019984934561687484
0, 1, 283, 0.3029276586892994
0, 1, 213, 0.3991754321552433
0, 1, 13, -0.011662597978777136
0, 1, 45, 0.05029763262906135
0, 1, 187, 0.0012532500721677553
0, 1, 76, 0.8525443778602826
0, 1, 16, -0.4975302984088804
0, 1, 12, -0.04576509891019843
0, 1, 177, 0.5442340411684686
0, 1, 150, -0.4606501170715389
0, 1, 158, -0.35209608179935276
0, 1, 60, 0.2925282220375428
0, 1, 220, 0.2991143946725943
0, 1, 3, -0.37763638530029164
0, 1, 259, -0.11741087773324681
0, 1, 139, -0.011484009499525594
0, 1, 275, 0.8351284408106167
0, 1, 53, 0.35366367491928596
0, 1, 143, 0.9444429642690436
0, 1, 51, -0.452378467787984
0, 1, 214, -0.15224239869405778
0, 1, 124, 0.5816080527117583
0, 1, 95, -0.05744837621200078
0, 1, 248, 0.151128167610553
0, 1, 152, -0.927873841254119
0, 1, 204, -0.41269164609507747
0, 1, 237, -0.05447289456683901
0, 1, 270, 0.24879601794809683
0, 1, 127, 0.12040228622813837
0, 1, 126, -0.3114407347641293
0, 1, 235, -1
0, 1, 228, 0.6197336350688776
0, 1, 87, -0.09637780437521518
0, 1, 244, -0.575007212318843
0, 1, 234, -0.14799480410637225
0, 1, 81, 4.0379433742786935E-4
0, 1, 67, -0.008369220715367422
0, 1, 258, 0.13793574872437764
0, 1, 128, 0.4738005290347134
0, 1, 86, -0.5868851294756425
0, 1, 182, -0.03268348080935024
0, 1, 298, -0.5017818299134646
0, 1, 135, 0.7005679135820455
0, 1, 161, -0.3333324177184258
0, 1, 102, -0.2807886991546818
0, 1, 56, 0.4036870416953615
0, 1, 83, 0.7591708538813796
0, 1, 49, -0.11241160010374407
0, 1, 247, -0.8792640874305783
0, 1, 18, -0.36539612417007705
0, 1, 7, -1
0, 1, 25, -0.3031090255000898
0, 1, 97, -0.27532979962613074
0, 1, 239, 0.11416204655742407
0, 1, 119, 0.4374956608935998
0, 1, 125, -0.024857807827595002
0, 1, 112, 0.034907887225068025
0, 1, 265, -0.24742333219343204
0, 1, 164, 0.45283665571323994
0, 1, 171, 0.22050656083842532
0, 1, 123, -0.5265445749666623
0, 1, 85, 0.7164866485539706
0, 1, 232, -0.5531937921885051
0, 1, 282, -0.04261510111265269
0, 1, 179, -0.18509496088731997
0, 1, 14, 0.04062771639614834
0, 1, 134, -0.3913879307190217
0, 1, 46, -0.4407651133889975
