run-number, ticks, turtle-id, opinion
0, 1, 40, 0.8484337876179613
0, 1, 158, 0.24765032257051567
0, 1, 131, 0.4707554893991247
0, 1, 213, 0.011480498390785604
0, 1, 267, 0.9243035088000331
0, 1, 69, -0.03062919541663342
0, 1, 111, 0.5301737855894276
0, 1, 237, 0.20963572603272723
0, 1, 117, -0.20091586402509085
0, 1, 169, -0.022246523967280496
0, 1, 204, 0.6964000339567673
0, 1, 236, -0.20965201929304525
0, 1, 281, 0.9163099519001096
0, 1, 137, 0.4719496210030013
0, 1, 75, -0.24421204492872473
0, 1, 14, 0.8526754798954238
0, 1, 143, 0.6020902622193195
0, 1, 18, 0.012023838100294951
0, 1, 287, -0.011965825251731066
0, 1, 99, 0.2347069467173331
0, 1, 280, 0.5851898836039255
0, 1, 132, 0.0850106420222409
0, 1, 299, 1
0, 1, 85, 0.039624890125337764
0, 1, 133, -0.014041916983639956
0, 1, 168, -0.06600961238327037
0, 1, 92, 0.10422872876915702
0, 1, 95, 0.013177078227339992
0, 1, 276, -0.3569585864970943
0, 1, 157, 0.4722071858608815
0, 1, 295, 0.1193531319279272
0, 1, 60, 0.5356088753972157
0, 1, 41, -0.03072914036585043
0, 1, 118, -0.5927531866149474
0, 1, 161, -0.07052966518754646
0, 1, 106, -0.6665846466832184
0, 1, 273, -0.19724988741045946
0, 1, 35, -0.02128811971164776
0, 1, 208, -0.2705624133677487
0, 1, 96, 0.19393059448848393
0, 1, 47, -0.012653964434366663
0, 1, 33, 0.37238695095520413
0, 1, 134, 0.21046609111226672
0, 1, 67, 0.7505953328857486
0, 1, 246, 0.0690243568576612
0, 1, 15, 0.13867025175683798
0, 1, 294, -0.04764857202721422
0, 1, 26, 0.019090403987590494
0, 1, 84, -0.044706043554203094
0, 1, 147, -0.44599845715154
0, 1, 225, -0.8877852933844371
0, 1, 77, -0.038727933900623575
0, 1, 48, 0.12591099867335107
0, 1, 53, 0.5347899029904942
0, 1, 129, 0.9965843298027822
0, 1, 278, 0.7898041980242978
0, 1, 187, -0.21234398174124147
0, 1, 54, 0.1363567607960911
0, 1, 83, 0.027309463377305776
0, 1, 44, 0.6328149964794472
0, 1, 22, -0.20184520369669764
0, 1, 56, -0.042727142626862266
0, 1, 186, 0.016899900836844894
0, 1, 55, -0.026204712393932073
0, 1, 282, -1
0, 1, 86, 0.942642154349904
0, 1, 113, 0.054968634203791056
0, 1, 265, -0.06372087862408896
0, 1, 272, 0.06918431416578655
0, 1, 119, 0.38729949889936555
0, 1, 248, 0.359518441672927
0, 1, 259, 0.92571598607436
0, 1, 3, -0.4698364227522372
0, 1, 45, -1
0, 1, 198, 0.6735777420586704
0, 1, 165, 0.4035602929356002
0, 1, 90, -0.6994617737362017
0, 1, 197, 1
0, 1, 153, 0.8252070855257676
0, 1, 253, 0.655580906900875
0, 1, 114, -0.0021808986708162005
0, 1, 176, -0.27759467237457724
0, 1, 270, 0.9931635331526387
0, 1, 215, 0.013468279991163788
0, 1, 164, 0.7129179967323437
0, 1, 243, -0.7015880487788777
0, 1, 162, 0.11047769191171211
0, 1, 146, 0.4045984412546973
0, 1, 274, 0.6281443385733018
0, 1, 234, -0.07090570277679831
0, 1, 172, -1
0, 1, 286, -0.721397342720147
0, 1, 163, -0.04017849250152476
0, 1, 68, -0.024204811036988502
0, 1, 154, -0.018220475610458402
0, 1, 242, -0.024873389407892597
0, 1, 177, 0.9269651935557165
0, 1, 258, -0.5339852308767846
0, 1, 250, 1
0, 1, 249, -0.38948335242789467
0, 1, 218, 0.03493447492996158
0, 1, 275, 0.03873350921584296
0, 1, 112, -0.5140961102068656
0, 1, 23, 1
0, 1, 78, -0.012072296842257241
0, 1, 152, -0.005985739566975189
0, 1, 266, 0.0826762439090141
0, 1, 262, -0.01642862707834524
0, 1, 144, 0.49443142065494017
0, 1, 179, 0.05100523848918587
0, 1, 37, 0.6925030780639327
0, 1, 199, 0.46198381291838003
0, 1, 93, 0.8233026642760103
0, 1, 277, -0.3412229859516972
0, 1, 293, -0.010023262044143152
0, 1, 39, -0.21111102574878
0, 1, 36, 0.4620689680438803
0, 1, 27, -0.3838271019437188
0, 1, 223, 0.02587585339160902
0, 1, 228, -0.9117572462361718
0, 1, 233, 0.047427703312587915
0, 1, 109, -0.004371351699472642
0, 1, 178, 0.14209511504492472
0, 1, 191, -0.07228141017507404
0, 1, 20, 0.03971053194086252
0, 1, 7, 0
0, 1, 58, 0.8693864566321665
0, 1, 221, 0.09406343772779863
0, 1, 150, -1
0, 1, 46, -0.18378527460350672
0, 1, 217, -0.18912450228836541
0, 1, 12, 0.05549686880277026
0, 1, 98, -0.0011007756872325192
0, 1, 25, 0.2701001121338693
0, 1, 232, 0.17962671149897985
0, 1, 127, 0.2649801635925766
0, 1, 222, 0.19380846141411154
0, 1, 189, -0.19097709388516415
0, 1, 212, -0.027725919801101204
0, 1, 72, -0.3584019868978606
